source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[phenotype]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	assay name	comment[file uri]	comment[fraction identifier]	comment[Label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	Material Type	comment[data file]	factor value[organism part]
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1573	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_C02_P010739_S00_N11_R1.raw	11	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_C02_P010739_S00_N11_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1568	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_D02_P010739_S00_N12_R1.raw	12	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_D02_P010739_S00_N12_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1563	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_E02_P010739_S00_N13_R1.raw	13	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_E02_P010739_S00_N13_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1559	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_F02_P010739_S00_N14_R1.raw	14	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_F02_P010739_S00_N14_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1555	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_G02_P010739_S00_N15_R1.raw	15	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_G02_P010739_S00_N15_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1551	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_H02_P010739_S00_N16_R1.raw	16	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_H02_P010739_S00_N16_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1582	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_A03_P010739_S00_N17_R1.raw	17	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_A03_P010739_S00_N17_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1577	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_B03_P010739_S00_N18_R1.raw	18	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_B03_P010739_S00_N18_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1572	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_C03_P010739_S00_N19_R1.raw	19	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_C03_P010739_S00_N19_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1567	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_D03_P010739_S00_N20_R1.raw	20	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_D03_P010739_S00_N20_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1562	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_E03_P010739_S00_N21_R1.raw	21	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_E03_P010739_S00_N21_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1558	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_F03_P010739_S00_N22_R1.raw	22	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_F03_P010739_S00_N22_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1554	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_G03_P010739_S00_N23_R1.raw	23	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_G03_P010739_S00_N23_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1550	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_H03_P010739_S00_N24_R1.raw	24	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_H03_P010739_S00_N24_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1581	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_A04_P010739_S00_N25_R1.raw	25	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_A04_P010739_S00_N25_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1576	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_B04_P010739_S00_N26_R1.raw	26	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_B04_P010739_S00_N26_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1571	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_C04_P010739_S00_N27_R1.raw	27	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_C04_P010739_S00_N27_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1566	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_D04_P010739_S00_N28_R1.raw	28	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_D04_P010739_S00_N28_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1561	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_E04_P010739_S00_N29_R1.raw	29	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_E04_P010739_S00_N29_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1557	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_F04_P010739_S00_N30_R1.raw	30	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_F04_P010739_S00_N30_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1553	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_G04_P010739_S00_N31_R1.raw	31	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_G04_P010739_S00_N31_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1549	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_H04_P010739_S00_N32_R1.raw	32	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_H04_P010739_S00_N32_R1.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1580	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_A05_P010739_S00_N33_R2.raw	33	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_A05_P010739_S00_N33_R2.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1575	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_B05_P010739_S00_N34_R2.raw	34	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_B05_P010739_S00_N34_R2.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1570	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_C05_P010739_S00_N35_R2.raw	35	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_C05_P010739_S00_N35_R2.raw	stomach
PXD010154-V296	homo sapiens	stomach	not available	not available	not available	normal	V296	not available	not available	not available	run 1565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01087_D05_P010739_S00_N36_R1.raw	36	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01087_D05_P010739_S00_N36_R1.raw	stomach
