source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	characteristics[cell type]	characteristics[cell line]	characteristics[enrichment process]	assay name	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]	Material Type	factor value[cell line]
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 71	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr5.raw	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr5.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 72	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr6.raw	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr6.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 73	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120227_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep3_Fr1.raw	20120227_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep3_Fr1.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 74	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120227_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep3_Fr2.raw	20120227_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep3_Fr2.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 75	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120227_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep3_Fr3.raw	20120227_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep3_Fr3.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 76	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120227_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep3_Fr4.raw	20120227_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep3_Fr4.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 77	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120227_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep3_Fr5.raw	20120227_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep3_Fr5.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 78	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120227_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep3_Fr6.raw	20120227_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep3_Fr6.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 79	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120309_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_Fr1.raw	20120309_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_Fr1.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 80	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120309_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_Fr2.raw	20120309_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_Fr2.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 81	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120309_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_Fr3.raw	20120309_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_Fr3.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 82	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120309_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_Fr4.raw	20120309_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_Fr4.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 83	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120309_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_Fr5.raw	20120309_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_Fr5.raw	cell	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	enrichment of phosphorylated Protein	run 84	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120309_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_Fr6.raw	20120309_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_Fr6.raw	cell	HeLa-S3
