source name	characteristics[organism]	characteristics[organism part]	characteristics[phenotype]	characteristics[age]	characteristics[cell type]	characteristics[ancestry category]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	characteristics[developmental stage]	assay name	comment[label]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[file uri]	comment[data file]	Material Type	Factor Value [organism part]
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 35	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	6	1	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC06-1.raw	20150912_Haura-Pilot_N0295_bRPLC06-1.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 36	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	6	2	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC06-2.raw	20150912_Haura-Pilot_N0295_bRPLC06-2.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 37	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	7	1	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC07-1.raw	20150912_Haura-Pilot_N0295_bRPLC07-1.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 38	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	7	2	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC07-2.raw	20150912_Haura-Pilot_N0295_bRPLC07-2.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 39	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	8	1	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC08-1.raw	20150912_Haura-Pilot_N0295_bRPLC08-1.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 40	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	8	2	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC08-2.raw	20150912_Haura-Pilot_N0295_bRPLC08-2.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 41	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	9	1	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC09-1.raw	20150912_Haura-Pilot_N0295_bRPLC09-1.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 42	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	9	2	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC09-2.raw	20150912_Haura-Pilot_N0295_bRPLC09-2.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 43	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	10	1	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC10-1.raw	20150912_Haura-Pilot_N0295_bRPLC10-1.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 44	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	10	2	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC10-2.raw	20150912_Haura-Pilot_N0295_bRPLC10-2.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 45	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	11	1	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC11-1.raw	20150912_Haura-Pilot_N0295_bRPLC11-1.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 46	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	11	2	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC11-2.raw	20150912_Haura-Pilot_N0295_bRPLC11-2.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 47	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	12	1	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC12-1.raw	20150912_Haura-Pilot_N0295_bRPLC12-1.raw	tissue	lung
PXD004682-Sample 2	Homo sapiens	lung	lung tumor-adjacent tissues	not available	not available	white	male	control	not available	1	not available	run 48	AC=MS:1002038;NT=label free sample	AC=MS:1002634;NT=Q Exactive Plus	12	2	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	10 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004682/20150912_Haura-Pilot_N0295_bRPLC12-2.raw	20150912_Haura-Pilot_N0295_bRPLC12-2.raw	tissue	lung
