source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	comment[biological replicate]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 179	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_1.raw	1.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 180	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_20.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_20.raw	20.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 181	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_21.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_21.raw	21.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 182	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_22.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_22.raw	22.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 183	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_23.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_23.raw	23.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 184	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_24.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_24.raw	24.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 185	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_2.raw	2.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 186	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_3.raw	3.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 187	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_4.raw	4.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 188	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_5.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_5.raw	5.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 189	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_6.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_6.raw	6.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 190	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_7.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_7.raw	7.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 191	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_8.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_8.raw	8.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
PXD022469-Sample-8	Homo sapiens	blood plasma	not available	not applicable	not available	not available	not available	not available	not available	1.0	ms_run 192	proteomic profiling by mass spectrometry	AP051118_Gurjeet_ProtMiner_UB_C18_9.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB_C18_9.raw	9.0	AC=MS:1002038;NT=label free sample	1.0	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	0.05 Da	blood plasma
